ENSG00000007171	936
ENSG00000007174	33
ENSG00000007202	2052
ENSG00000007237	1591
ENSG00000007255	1591
ENSG00000007264	192
ENSG00000007306	27
ENSG00000007312	1318
ENSG00000007314	286
ENSG00000007341	1808
ENSG00000007372	1844
ENSG00000007376	91
ENSG00000007384	54
ENSG00000007392	598
ENSG00000007402	21
ENSG00000007516	168
ENSG00000007520	64
ENSG00000007541	147
ENSG00000007545	188
ENSG00000007866	29
ENSG00000007908	158
ENSG00000007923	773
ENSG00000007933	73
ENSG00000007944	2500
ENSG00000007968	2473
ENSG00000008018	1255
ENSG00000008083	5260
ENSG00000008118	933
ENSG00000008128	423
ENSG00000008130	206
ENSG00000008196	2128
ENSG00000008226	688
ENSG00000008256	819
ENSG00000008277	1169
ENSG00000008282	739
ENSG00000008283	2131
ENSG00000008294	2850
ENSG00000008300	300
ENSG00000008311	791
ENSG00000008323	795
ENSG00000008324	409
ENSG00000008382	279
ENSG00000008394	3831
ENSG00000008405	1090
ENSG00000008438	463
ENSG00000008441	227
ENSG00000008513	566
ENSG00000008516	212
ENSG00000008517	1760
ENSG00000008710	743
ENSG00000008735	105
ENSG00000008838	3192
ENSG00000008853	1545
ENSG00000008869	623
ENSG00000008952	1836
ENSG00000008988	1232
ENSG00000009307	3505
ENSG00000009335	833
ENSG00000009413	2870
ENSG00000009709	101
ENSG00000009724	174
ENSG00000009765	149
ENSG00000009780	125
ENSG00000009790	1606
ENSG00000009830	1680
ENSG00000009844	2244
ENSG00000009950	525
ENSG00000009954	1487
ENSG00000010017	846
ENSG00000010030	61
ENSG00000010072	768
ENSG00000010165	1552
ENSG00000010219	113
ENSG00000010244	2057
ENSG00000010256	92
ENSG00000010270	442
ENSG00000010278	867
ENSG00000010282	121
ENSG00000010292	6855
ENSG00000010295	7863
ENSG00000010310	777
ENSG00000010318	1115
ENSG00000010319	216
ENSG00000010322	714
ENSG00000010327	462
ENSG00000010361	353
ENSG00000010539	189
ENSG00000010610	6164
ENSG00000010626	5054
ENSG00000010704	920
ENSG00000010803	251
ENSG00000010810	3013
ENSG00000010818	4275
ENSG00000010932	161
ENSG00000011007	103
ENSG00000011009	1083
ENSG00000011021	976
ENSG00000011028	2975
ENSG00000011052	2827
ENSG00000011083	92
ENSG00000011105	494
ENSG00000011114	918
ENSG00000011132	179
ENSG00000011143	240
ENSG00000011198	410
ENSG00000011243	179
ENSG00000011258	1732
ENSG00000011260	1722
ENSG00000011275	673
ENSG00000011295	530
ENSG00000011304	133
ENSG00000011332	666
ENSG00000011347	159
ENSG00000011376	329
ENSG00000011405	1907
ENSG00000011422	518
ENSG00000011426	310
ENSG00000011451	360
ENSG00000011454	1023
ENSG00000011465	79
ENSG00000011478	1283
ENSG00000011485	2271
ENSG00000011523	2258
ENSG00000011566	3205
ENSG00000011590	1059
ENSG00000011600	614
ENSG00000011638	593
ENSG00000012048	146
ENSG00000012061	1861
ENSG00000012124	1107
ENSG00000012171	758
ENSG00000012223	47
ENSG00000012232	550
ENSG00000012660	1214
ENSG00000012779	468
ENSG00000012822	1002
ENSG00000012963	889
ENSG00000012983	705
ENSG00000013016	166
ENSG00000013275	201
ENSG00000013288	75
ENSG00000013293	45
ENSG00000013297	566
ENSG00000013306	4085
ENSG00000013364	1589
ENSG00000013374	53
ENSG00000013375	638
ENSG00000013392	558
ENSG00000013441	738
ENSG00000013503	2328
ENSG00000013523	1533
ENSG00000013561	4452
ENSG00000013573	7
ENSG00000013583	2380
ENSG00000013588	518
ENSG00000013725	770
ENSG00000013810	80
ENSG00000014123	1076
ENSG00000014138	600
ENSG00000014164	274
ENSG00000014216	248
ENSG00000014257	305
ENSG00000014641	1381
ENSG00000014824	924
ENSG00000014914	1810
ENSG00000014919	552
ENSG00000015133	773
ENSG00000015153	1211
ENSG00000015171	423
ENSG00000015475	706
ENSG00000015479	1904
ENSG00000015520	1061
ENSG00000015532	875
ENSG00000015592	50
ENSG00000015676	2684
ENSG00000016082	842
ENSG00000016391	903
ENSG00000016402	554
ENSG00000016490	678
ENSG00000016602	154
ENSG00000016864	573
ENSG00000017260	527
ENSG00000017427	1362
ENSG00000017797	435
ENSG00000018189	679
ENSG00000018236	116
ENSG00000018280	1749
ENSG00000018408	1444
ENSG00000018510	1676
ENSG00000018625	373
ENSG00000018699	1519
ENSG00000018869	425
ENSG00000019102	1280
ENSG00000019144	438
ENSG00000019169	636
ENSG00000019186	1315
ENSG00000019485	1007
ENSG00000019505	369
ENSG00000019549	1703
ENSG00000019582	581
ENSG00000019991	1685
ENSG00000019995	712
ENSG00000020129	2484
ENSG00000020181	415
ENSG00000020256	764
ENSG00000020426	3179
ENSG00000020577	2552
ENSG00000020633	1485
ENSG00000020922	38
ENSG00000021300	561
ENSG00000021355	484
ENSG00000021461	250
ENSG00000021488	11
ENSG00000021574	812
ENSG00000021645	852
ENSG00000021762	286
ENSG00000021776	1573
ENSG00000021826	790
ENSG00000021852	121
ENSG00000022277	74
ENSG00000022556	98
ENSG00000022567	782
ENSG00000022840	816
ENSG00000022976	1067
ENSG00000023041	185
ENSG00000023171	1032
ENSG00000023191	65
ENSG00000023228	1416
ENSG00000023287	253
ENSG00000023318	992
ENSG00000023330	2635
ENSG00000023445	819
ENSG00000023516	1367
ENSG00000023572	666
ENSG00000023608	3361
ENSG00000023697	443
ENSG00000023734	976
ENSG00000023839	11
ENSG00000023892	200
ENSG00000023902	2036
ENSG00000023909	578
ENSG00000024048	2863
ENSG00000024422	304
ENSG00000024526	60
ENSG00000024862	1623
ENSG00000025039	1307
ENSG00000025156	598
ENSG00000025293	1163
ENSG00000025423	165
ENSG00000025434	1241
ENSG00000025708	649
ENSG00000025770	848
ENSG00000025772	135
ENSG00000025796	379
ENSG00000025800	1110
ENSG00000026025	1745
ENSG00000026036	229
ENSG00000026103	215
ENSG00000026297	347
ENSG00000026508	2647
ENSG00000026559	262
ENSG00000026652	446
ENSG00000026751	1534
ENSG00000026950	213
ENSG00000027001	851
ENSG00000027075	6745
ENSG00000027644	2411
ENSG00000027697	2376
ENSG00000027847	1630
ENSG00000027869	1889
ENSG00000028116	6818
ENSG00000028137	727
ENSG00000028203	1277
ENSG00000028277	5557
ENSG00000028310	143
ENSG00000028528	1253
ENSG00000028839	277
ENSG00000029153	699
ENSG00000029363	456
ENSG00000029364	1297
ENSG00000029534	718
ENSG00000029559	53
ENSG00000029639	319
ENSG00000029725	403
ENSG00000030066	2752
ENSG00000030110	2017
ENSG00000030304	115
ENSG00000030419	5438
ENSG00000030582	630
ENSG00000031003	1714
ENSG00000031081	1387
ENSG00000031691	148
ENSG00000031698	299
ENSG00000031823	403
ENSG00000032219	2428
ENSG00000032389	25
ENSG00000032444	71
ENSG00000032742	1180
ENSG00000033011	440
ENSG00000033030	526
ENSG00000033050	203
ENSG00000033100	349
ENSG00000033122	643
ENSG00000033170	1961
ENSG00000033178	540
ENSG00000033327	2364
ENSG00000033627	1860
ENSG00000033800	2501
ENSG00000033867	741
ENSG00000034053	335
ENSG00000034152	718
ENSG00000034239	476
ENSG00000034510	847
ENSG00000034533	406
ENSG00000034677	866
ENSG00000034693	1468
ENSG00000034713	967
ENSG00000034971	475
ENSG00000035115	241
ENSG00000035141	1592
ENSG00000035403	1409
ENSG00000035499	1334
ENSG00000035664	956
ENSG00000035681	5153
ENSG00000035687	268
ENSG00000035720	1094
ENSG00000035862	1152
ENSG00000035928	763
ENSG00000036054	2297
ENSG00000036257	1406
ENSG00000036448	186
ENSG00000036530	479
ENSG00000036549	1897
ENSG00000036565	687
ENSG00000036672	567
ENSG00000036828	26
ENSG00000037042	475
ENSG00000037241	1116
ENSG00000037280	252
ENSG00000037474	402
ENSG00000037637	1502
ENSG00000037749	3233
ENSG00000037757	463
ENSG00000037897	3474
ENSG00000037965	7403
ENSG00000038002	825
ENSG00000038210	1860
ENSG00000038219	130
ENSG00000038274	1005
ENSG00000038295	461
ENSG00000038358	1890
ENSG00000038382	1638
ENSG00000038427	2194
ENSG00000038532	1803
ENSG00000038945	390
ENSG00000039068	498
ENSG00000039123	530
ENSG00000039319	923
ENSG00000039523	394
ENSG00000039537	40
ENSG00000039560	714
ENSG00000039600	52
ENSG00000039650	601
ENSG00000039987	191
ENSG00000040199	423
ENSG00000040275	871
ENSG00000040341	2702
ENSG00000040531	79
ENSG00000040608	476
ENSG00000040633	2188
ENSG00000040731	124
ENSG00000040933	663
ENSG00000041353	328
ENSG00000041357	791
ENSG00000041515	21
ENSG00000041802	1183
ENSG00000041880	142
ENSG00000041982	214
ENSG00000041988	1173
ENSG00000042062	222
ENSG00000042088	313
ENSG00000042286	166
ENSG00000042317	607
ENSG00000042429	494
ENSG00000042445	1117
ENSG00000042493	1462
ENSG00000042753	1101
ENSG00000042813	758
ENSG00000042832	454
ENSG00000042980	304
ENSG00000043039	335
ENSG00000043093	580
ENSG00000043143	4758
ENSG00000043355	1468
ENSG00000043462	670
ENSG00000043514	837
ENSG00000043591	1165
ENSG00000044012	487
ENSG00000044090	169
ENSG00000044115	2587
ENSG00000044459	13979
ENSG00000044524	1430
ENSG00000044574	79
ENSG00000046604	195
ENSG00000046889	207
ENSG00000047056	573
ENSG00000047188	2258
ENSG00000047249	600
ENSG00000047315	1210
ENSG00000047346	2397
ENSG00000047365	939
ENSG00000047410	341
ENSG00000047457	74
ENSG00000047579	1442
ENSG00000047621	48
ENSG00000047662	427
ENSG00000047849	616
ENSG00000047932	718
ENSG00000047936	56
ENSG00000048028	3417
ENSG00000048052	5418
ENSG00000048140	499
ENSG00000048162	254
ENSG00000048342	526
ENSG00000048392	1808
ENSG00000048405	514
ENSG00000048462	43
ENSG00000048471	447
ENSG00000048540	519
ENSG00000048544	2215
ENSG00000048545	683
ENSG00000048649	513
ENSG00000048707	1155
ENSG00000048740	2002
ENSG00000048828	469
ENSG00000048991	1762
ENSG00000049089	911
ENSG00000049130	706
ENSG00000049167	2205
ENSG00000049192	4872
ENSG00000049239	234
ENSG00000049245	163
ENSG00000049246	859
ENSG00000049247	816
ENSG00000049249	186
ENSG00000049283	2069
ENSG00000049323	2265
ENSG00000049449	1899
ENSG00000049540	579
ENSG00000049541	330
ENSG00000049618	3088
ENSG00000049656	163
ENSG00000049759	1401
ENSG00000049860	3288
ENSG00000049883	1151
ENSG00000050130	1937
ENSG00000050165	107
ENSG00000050327	31
ENSG00000050344	6960
ENSG00000050393	289
ENSG00000050405	1761
ENSG00000050426	951
ENSG00000050438	1166
ENSG00000050555	446
ENSG00000050628	1407
ENSG00000050730	778
ENSG00000050748	114
ENSG00000050767	831
ENSG00000050820	915
ENSG00000051009	737
ENSG00000051108	1685
ENSG00000051128	553
ENSG00000051180	395
ENSG00000051341	717
ENSG00000051382	952
ENSG00000051523	99
ENSG00000051596	15
ENSG00000051620	1115
ENSG00000051825	2122
ENSG00000052126	398
ENSG00000052344	1385
ENSG00000052723	1200
ENSG00000052749	295
ENSG00000052795	2256
ENSG00000052802	1272
ENSG00000052841	1465
ENSG00000052850	468
ENSG00000053108	1744
ENSG00000053254	5328
ENSG00000053328	87
ENSG00000053371	1411
ENSG00000053372	1052
ENSG00000053438	878
ENSG00000053501	354
ENSG00000053524	515
ENSG00000053702	19
ENSG00000053747	64
ENSG00000053770	1328
ENSG00000053900	1134
ENSG00000053918	1763
ENSG00000054116	2176
ENSG00000054118	2152
ENSG00000054148	267
ENSG00000054179	889
ENSG00000054219	323
ENSG00000054267	1095
ENSG00000054277	1111
ENSG00000054282	2414
ENSG00000054356	5013
ENSG00000054392	357
ENSG00000054523	473
ENSG00000054598	2114
ENSG00000054611	95
ENSG00000054654	1610
ENSG00000054690	606
ENSG00000054793	1915
ENSG00000054796	49
ENSG00000054803	40
ENSG00000054938	393
ENSG00000054965	1516
ENSG00000054967	1278
ENSG00000054983	1296
ENSG00000055044	679
ENSG00000055070	997
ENSG00000055118	237
ENSG00000055130	1684
ENSG00000055147	3233
ENSG00000055163	877
ENSG00000055208	3031
ENSG00000055211	2671
ENSG00000055332	470
ENSG00000055483	455
ENSG00000055609	417
ENSG00000055732	55
ENSG00000055813	341
ENSG00000055917	2970
ENSG00000055950	457
ENSG00000055955	1004
ENSG00000055957	412
ENSG00000056050	145
ENSG00000056097	2420
ENSG00000056487	458
ENSG00000056558	3458
ENSG00000056586	1465
ENSG00000056736	775
ENSG00000056972	1271
ENSG00000057019	1172
ENSG00000057252	134
ENSG00000057294	219
ENSG00000057468	107
ENSG00000057593	16
ENSG00000057608	356
ENSG00000057657	8411
ENSG00000057663	6708
ENSG00000057704	1799
ENSG00000057757	1142
ENSG00000057935	1502
ENSG00000058056	457
ENSG00000058063	698
ENSG00000058085	366
ENSG00000058091	2279
ENSG00000058262	432
ENSG00000058272	2615
ENSG00000058335	318
ENSG00000058404	221
ENSG00000058453	2511
ENSG00000058600	888
ENSG00000058668	1347
ENSG00000058673	1666
ENSG00000058729	153
ENSG00000058799	170
ENSG00000058804	817
ENSG00000058866	2527
ENSG00000059122	240
ENSG00000059145	59
ENSG00000059377	2615
ENSG00000059378	2210
ENSG00000059573	123
ENSG00000059588	3400
ENSG00000059691	2138
ENSG00000059728	3121
ENSG00000059758	3124
ENSG00000059769	205
ENSG00000059804	1176
ENSG00000059915	1617
ENSG00000060069	89
ENSG00000060138	676
ENSG00000060140	261
ENSG00000060237	1045
ENSG00000060339	1897
ENSG00000060491	328
ENSG00000060558	48
ENSG00000060566	86
ENSG00000060642	3817
ENSG00000060656	230
ENSG00000060688	131
ENSG00000060718	310
ENSG00000060749	1540
ENSG00000060762	501
ENSG00000060971	768
ENSG00000060982	2214
ENSG00000061273	1866
ENSG00000061337	115
ENSG00000061455	321
ENSG00000061492	714
ENSG00000061656	581
ENSG00000061676	644
ENSG00000061794	1958
ENSG00000061918	420
ENSG00000061936	365
ENSG00000061938	199
ENSG00000061987	2488
ENSG00000062038	178
ENSG00000062194	1817
ENSG00000062282	295
ENSG00000062485	3188
ENSG00000062524	170
ENSG00000062582	96
ENSG00000062598	2455
ENSG00000062650	483
ENSG00000062716	2133
ENSG00000062725	346
ENSG00000062822	365
ENSG00000063015	4861
ENSG00000063046	745
ENSG00000063127	693
ENSG00000063169	567
ENSG00000063176	316
ENSG00000063177	316
ENSG00000063180	799
ENSG00000063241	1238
ENSG00000063244	1439
ENSG00000063245	388
ENSG00000063322	764
ENSG00000063438	190
ENSG00000063515	136
ENSG00000063660	178
ENSG00000063761	425
ENSG00000063854	156
ENSG00000063978	526
ENSG00000064012	769
ENSG00000064042	1722
ENSG00000064102	164
ENSG00000064115	2648
ENSG00000064195	5039
ENSG00000064199	3076
ENSG00000064201	459
ENSG00000064218	620
ENSG00000064225	1088
ENSG00000064270	46
ENSG00000064300	453
ENSG00000064309	734
ENSG00000064313	761
ENSG00000064393	2615
ENSG00000064419	900
ENSG00000064489	47
ENSG00000064490	883
ENSG00000064545	260
ENSG00000064547	435
ENSG00000064601	764
ENSG00000064607	473
ENSG00000064651	1297
ENSG00000064652	3992
ENSG00000064655	270
ENSG00000064666	2263
ENSG00000064687	2394
ENSG00000064692	153
ENSG00000064703	1980
ENSG00000064726	1110
ENSG00000064763	396
ENSG00000064787	2386
ENSG00000064835	1076
ENSG00000064886	2775
ENSG00000064932	2094
ENSG00000064933	749
ENSG00000064961	124
ENSG00000064989	1315
ENSG00000064995	479
ENSG00000064999	1346
ENSG00000065000	444
ENSG00000065029	211
ENSG00000065054	530
ENSG00000065057	69
ENSG00000065060	141
ENSG00000065135	2706
ENSG00000065150	175
ENSG00000065154	1542
ENSG00000065183	694
ENSG00000065243	366
ENSG00000065268	1339
ENSG00000065308	1544
ENSG00000065320	1518
ENSG00000065325	307
ENSG00000065328	525
ENSG00000065357	3303
ENSG00000065361	1585
ENSG00000065371	576
ENSG00000065413	2756
ENSG00000065457	614
ENSG00000065485	367
ENSG00000065491	587
ENSG00000065518	1243
ENSG00000065526	707
ENSG00000065534	142
ENSG00000065548	366
ENSG00000065559	742
ENSG00000065600	386
ENSG00000065609	286
ENSG00000065613	2328
ENSG00000065615	1045
ENSG00000065618	1484
ENSG00000065621	2581
ENSG00000065665	1027
ENSG00000065675	624
ENSG00000065717	240
ENSG00000065802	704
ENSG00000065809	832
ENSG00000065833	609
ENSG00000065882	2329
ENSG00000065883	1377
ENSG00000065911	4485
ENSG00000065970	695
ENSG00000065978	1113
ENSG00000065989	1222
ENSG00000066027	1868
ENSG00000066032	308
ENSG00000066044	268
ENSG00000066056	499
ENSG00000066084	1742
ENSG00000066117	931
ENSG00000066135	317
ENSG00000066136	1050
ENSG00000066185	1463
ENSG00000066230	157
ENSG00000066248	44
ENSG00000066279	539
ENSG00000066294	933
ENSG00000066322	487
ENSG00000066336	775
ENSG00000066382	182
ENSG00000066405	307
ENSG00000066422	1023
ENSG00000066427	650
ENSG00000066455	1148
ENSG00000066468	776
ENSG00000066557	2820
ENSG00000066583	76
ENSG00000066629	426
ENSG00000066651	1656
ENSG00000066654	23
ENSG00000066697	504
ENSG00000066735	666
ENSG00000066739	458
ENSG00000066777	1408
ENSG00000066827	826
ENSG00000066855	922
ENSG00000066923	479
ENSG00000066926	799
ENSG00000066933	284
ENSG00000067057	81
ENSG00000067064	573
ENSG00000067066	1130
ENSG00000067082	2469
ENSG00000067113	589
ENSG00000067141	830
ENSG00000067167	3642
ENSG00000067182	2243
ENSG00000067191	343
ENSG00000067208	451
ENSG00000067221	1315
ENSG00000067225	1182
ENSG00000067248	262
ENSG00000067334	784
ENSG00000067365	2031
ENSG00000067369	347
ENSG00000067533	319
ENSG00000067560	981
ENSG00000067596	164
ENSG00000067606	98
ENSG00000067704	531
ENSG00000067715	337
ENSG00000067798	42
ENSG00000067836	996
ENSG00000067900	1073
ENSG00000067955	1427
ENSG00000068001	618
ENSG00000068024	802
ENSG00000068028	527
ENSG00000068078	1
ENSG00000068079	327
ENSG00000068097	1165
ENSG00000068120	1717
ENSG00000068137	782
ENSG00000068305	2156
ENSG00000068383	703
ENSG00000068489	483
ENSG00000068615	533
ENSG00000068650	151
ENSG00000068654	2507
ENSG00000068697	54
ENSG00000068724	1887
ENSG00000068745	124
ENSG00000068781	160
ENSG00000068784	405
ENSG00000068796	1412
ENSG00000068831	1552
ENSG00000068878	292
ENSG00000068885	1385
ENSG00000068903	981
ENSG00000068912	1895
ENSG00000068971	128
ENSG00000068976	1658
ENSG00000069011	1916
ENSG00000069018	46
ENSG00000069020	2198
ENSG00000069188	1403
ENSG00000069206	974
ENSG00000069248	25
ENSG00000069275	387
ENSG00000069329	728
ENSG00000069345	543
ENSG00000069399	502
ENSG00000069424	1799
ENSG00000069431	3
ENSG00000069482	1
ENSG00000069493	694
ENSG00000069667	2892
ENSG00000069696	586
ENSG00000069702	1825
ENSG00000069849	1976
ENSG00000069869	1437
ENSG00000069943	44
ENSG00000069956	1716
ENSG00000069966	2611
ENSG00000069974	215
ENSG00000069998	13
ENSG00000070010	223
ENSG00000070018	3446
ENSG00000070019	339
ENSG00000070031	150
ENSG00000070047	626
ENSG00000070081	3471
ENSG00000070087	1699
ENSG00000070159	342
ENSG00000070182	801
ENSG00000070190	1258
ENSG00000070193	313
ENSG00000070214	2094
ENSG00000070269	1956
ENSG00000070366	6915
ENSG00000070367	1328
ENSG00000070371	653
ENSG00000070404	1548
ENSG00000070413	137
ENSG00000070423	63
ENSG00000070444	1281
ENSG00000070476	279
ENSG00000070495	697
ENSG00000070501	693
ENSG00000070526	1229
ENSG00000070540	2650
ENSG00000070601	772
ENSG00000070610	1202
ENSG00000070614	760
ENSG00000070669	232
ENSG00000070718	2034
ENSG00000070729	474
ENSG00000070731	311
ENSG00000070748	36
ENSG00000070756	2418
ENSG00000070759	2354
ENSG00000070761	568
ENSG00000070770	651
ENSG00000070778	243
ENSG00000070785	1078
ENSG00000070814	718
ENSG00000070831	2471
ENSG00000070882	973
ENSG00000070886	447
ENSG00000070915	525
ENSG00000070950	3304
ENSG00000070961	4777
ENSG00000070985	573
ENSG00000071051	1346
ENSG00000071054	1291
ENSG00000071073	863
ENSG00000071082	526
ENSG00000071127	456
ENSG00000071189	1376
ENSG00000071203	66
ENSG00000071205	1892
ENSG00000071242	236
ENSG00000071243	2233
ENSG00000071246	598
ENSG00000071282	368
ENSG00000071462	16
ENSG00000071537	1281
ENSG00000071539	86
ENSG00000071564	509
ENSG00000071575	3329
ENSG00000071626	190
ENSG00000071655	1168
ENSG00000071677	84
ENSG00000071794	852
ENSG00000071894	700
ENSG00000071909	90
ENSG00000071967	1394
ENSG00000071991	7
ENSG00000071994	41
ENSG00000072041	124
ENSG00000072042	353
ENSG00000072062	1551
ENSG00000072071	882
ENSG00000072080	40
ENSG00000072110	1120
ENSG00000072121	2742
ENSG00000072134	545
ENSG00000072135	546
ENSG00000072163	689
ENSG00000072182	1390
ENSG00000072195	2013
ENSG00000072201	1629
ENSG00000072210	645
ENSG00000072274	168
ENSG00000072310	2381
ENSG00000072364	500
ENSG00000072401	1091
ENSG00000072415	57
ENSG00000072422	598
ENSG00000072518	1732
ENSG00000072571	1055
ENSG00000072609	518
ENSG00000072657	317
ENSG00000072682	824
ENSG00000072694	868
ENSG00000072736	548
ENSG00000072756	115
ENSG00000072778	3763
ENSG00000072786	2090
ENSG00000072803	1878
ENSG00000072818	7629
ENSG00000072832	210
ENSG00000072840	173
ENSG00000072849	246
ENSG00000072858	591
ENSG00000072864	1057
ENSG00000072952	351
ENSG00000072954	108
ENSG00000072958	183
ENSG00000073008	180
ENSG00000073050	1088
ENSG00000073060	393
ENSG00000073067	114
ENSG00000073111	204
ENSG00000073146	583
ENSG00000073150	250
ENSG00000073169	199
ENSG00000073282	1539
ENSG00000073331	1605
ENSG00000073350	652
ENSG00000073417	1005
ENSG00000073536	2294
ENSG00000073578	21
ENSG00000073584	76
ENSG00000073598	1724
ENSG00000073605	2092
ENSG00000073614	144
ENSG00000073670	120
ENSG00000073711	1310
ENSG00000073712	462
ENSG00000073734	23
ENSG00000073737	368
ENSG00000073754	2
ENSG00000073756	862
ENSG00000073792	1141
ENSG00000073803	580
ENSG00000073849	595
ENSG00000073861	3441
ENSG00000073910	1758
ENSG00000073921	4925
ENSG00000073969	2864
ENSG00000074047	306
ENSG00000074054	917
ENSG00000074071	214
ENSG00000074181	36
ENSG00000074201	829
ENSG00000074211	26
ENSG00000074219	3385
ENSG00000074266	5159
ENSG00000074276	1215
ENSG00000074317	55
ENSG00000074319	1406
ENSG00000074356	63
ENSG00000074370	586
ENSG00000074410	192
ENSG00000074416	381
ENSG00000074527	313
ENSG00000074582	1804
ENSG00000074590	1156
ENSG00000074603	154
ENSG00000074621	1089
ENSG00000074657	1464
ENSG00000074660	1028
ENSG00000074695	208
ENSG00000074696	483
ENSG00000074706	691
ENSG00000074755	81
ENSG00000074800	1141
ENSG00000074803	216
ENSG00000074842	19
ENSG00000074855	126
ENSG00000074935	1326
ENSG00000074964	155
ENSG00000074966	1190
ENSG00000075035	131
ENSG00000075043	624
ENSG00000075073	487
ENSG00000075089	867
ENSG00000075131	460
ENSG00000075142	672
ENSG00000075151	1505
ENSG00000075188	239
ENSG00000075213	967
ENSG00000075218	1226
ENSG00000075223	588
ENSG00000075234	198
ENSG00000075239	526
ENSG00000075240	1517
ENSG00000075275	234
ENSG00000075290	1201
ENSG00000075292	1543
ENSG00000075303	1828
ENSG00000075336	551
ENSG00000075340	1371
ENSG00000075388	17
ENSG00000075391	1512
ENSG00000075399	247
ENSG00000075407	81
ENSG00000075413	616
ENSG00000075415	2502
ENSG00000075420	3491
ENSG00000075426	4394
ENSG00000075461	45
ENSG00000075539	833
ENSG00000075568	561
ENSG00000075618	1441
ENSG00000075624	2002
ENSG00000075643	88
ENSG00000075651	1962
ENSG00000075673	6
ENSG00000075702	32
ENSG00000075711	1137
ENSG00000075785	626
ENSG00000075790	1024
ENSG00000075826	2224
ENSG00000075856	1101
ENSG00000075884	6235
ENSG00000075886	125
ENSG00000075891	1132
ENSG00000075914	592
ENSG00000075945	591
ENSG00000075975	462
ENSG00000076003	3186
ENSG00000076043	2446
ENSG00000076053	2890
ENSG00000076067	1333
ENSG00000076108	3559
ENSG00000076201	287
ENSG00000076242	1114
ENSG00000076248	1310
ENSG00000076258	251
ENSG00000076321	254
ENSG00000076351	151
ENSG00000076356	3930
ENSG00000076382	1986
